Moeda,Data Entrada,Data Saída,Entrada,Saída,Lucro (%),RSI,EMA_diff,MACD_diff,Volume_relativo,BB_position
XRP/USDT,2025-04-07 03:00:00,2025-04-07 06:00:00,1.82329,1.65448,-9.26,19.31924951797285,-0.06592422111617789,-0.014923252269309302,2.119723516578877,-0.04272739905145626
XRP/USDT,2025-04-07 13:00:00,2025-04-09 02:00:00,1.87073,1.76768,-5.51,48.715025974492455,0.028362862459346362,0.010675996840930804,1.3911724568437691,0.5633401307262159
XRP/USDT,2025-04-09 13:00:00,2025-04-09 17:00:00,1.82334,2.07061,13.56,49.25591425685388,0.005904800972991641,0.00443242021215377,1.8000683080733786,0.6610443254905036
