Timestamp,Preço,RSI,Alerta
2025-05-07 18:44:39,145.89,47.939864629332234,NEUTRO
2025-05-07 18:47:22,146.24,50.13094495919855,NEUTRO
2025-05-07 18:52:22,SOL/USDT,145.61,46.320010623764475,NEUTRO
2025-05-07 18:52:22,BTC/USDT,96451.25,52.75404865724661,NEUTRO
2025-05-07 18:52:22,ETH/USDT,1798.91,39.76329010678783,NEUTRO
2025-05-07 18:56:13,SOL/USDT,145.26,44.44289333964495,NEUTRO
2025-05-07 18:56:13,BTC/USDT,96233.49,49.04224848691755,NEUTRO
2025-05-07 18:56:14,ETH/USDT,1792.47,37.25955822315622,NEUTRO
