Moeda,Data Entrada,Data Saída,Entrada,Saída,Lucro (%),RSI,EMA_diff,MACD_diff,Volume_relativo,BB_position
ETH/USDT,2025-04-06 17:00:00,2025-04-06 20:00:00,1684.8,1574.65,-6.54,19.88521765878491,-0.0447161459728932,-9.779481088411837,3.840323163481767,-0.2925739283327959
ETH/USDT,2025-04-06 21:00:00,2025-04-07 06:00:00,1587.88,1431.02,-9.88,18.28664281352056,-0.0615447287444897,-21.69616778234034,2.0220425083632554,-0.0030375308289442
ETH/USDT,2025-04-07 13:00:00,2025-04-08 19:00:00,1550.47,1466.96,-5.39,44.20264491606794,0.011619718023756,7.642254757665349,1.8426800689532563,0.5340867350285435
ETH/USDT,2025-04-09 07:00:00,2025-04-09 17:00:00,1483.39,1632.62,10.06,47.46143625104962,0.0103557374133106,3.084737185952996,1.3227193950456837,0.5215230651404402
ETH/USDT,2025-04-09 18:00:00,2025-04-10 15:00:00,1627.9,1496.0,-8.1,72.08995043001872,0.0741424742864329,20.90007204891419,1.6447941655816958,1.1749266721626226
ETH/USDT,2025-04-11 08:00:00,2025-04-22 21:00:00,1551.28,1753.83,13.06,51.02408173407729,0.0043937996328743,4.030330863061568,1.1389323477465052,0.7218811453431209
ETH/USDT,2025-04-07 06:00:00,2025-04-07 22:00:00,1431.02,1578.98,10.34,14.400725316183753,-0.0947849065786273,-12.2808402972869,1.9359416148527304,-0.0162421336956274
ETH/USDT,2025-04-08 11:00:00,2025-04-08 16:00:00,1588.16,1486.36,-6.41,53.441514757438114,0.0096093373660412,3.333776951484168,1.0648421731942448,0.7531753002288178
ETH/USDT,2025-04-08 19:00:00,2025-04-09 17:00:00,1466.96,1632.62,11.29,29.34035510729278,-0.0379289953416746,-10.942671820994022,1.1105170273307885,-0.0146548390249399
ETH/USDT,2025-04-09 18:00:00,2025-04-10 15:00:00,1627.9,1496.0,-8.1,72.09143335970089,0.0741424736312356,20.90107887945892,1.6447941655816958,1.1749266721625178
SOL/USDT,2025-03-03 19:00:00,2025-03-04 13:00:00,141.942,133.785,-5.75,29.797540099008813,-0.0962445449976937,-2.7239898414855923,2.785123997890169,-0.1318699729516525
SOL/USDT,2025-03-04 15:00:00,2025-03-09 15:00:00,138.589,130.165,-6.08,42.84765259809216,0.0031391721873282,0.7642316183568472,2.323542742592049,0.553330300529594
SOL/USDT,2025-03-09 16:00:00,2025-03-10 14:00:00,127.93,121.297,-5.18,20.26517449033088,-0.0493186180355789,-0.9036881306818244,1.8413653746713712,-0.2095757963179769
SOL/USDT,2025-03-10 17:00:00,2025-03-12 12:00:00,117.585,129.47,10.11,25.56362322905069,-0.0561947071971959,-0.6685946911603788,1.8171773167300127,-0.1826546750326579
SOL/USDT,2025-03-12 13:00:00,2025-03-24 04:00:00,125.891,139.18,10.56,53.17989846272612,0.0054208819117369,0.3327062251191587,1.3967455711535903,0.5870130921062182
SOL/USDT,2025-03-24 08:00:00,2025-03-28 06:00:00,140.28,133.184,-5.06,74.16524611811094,0.0302490680826607,0.6530727167220327,1.183089901917971,0.9710504389569568
SOL/USDT,2025-03-28 07:00:00,2025-03-29 17:00:00,131.62,124.547,-5.37,23.61279531752446,-0.0316493640642609,-0.6528839344062638,1.5876590427409902,-0.1272818225873604
SOL/USDT,2025-04-04 08:00:00,2025-04-06 17:00:00,118.915,111.416,-6.31,56.74092582314285,0.0197779747451116,0.6373026391968706,1.229164679287843,1.038820327292634
SOL/USDT,2025-04-06 18:00:00,2025-04-07 05:00:00,107.628,101.953,-5.27,16.067696535070198,-0.066148351968581,-1.0457381847030285,4.012297749788109,-0.2262776926601831
SOL/USDT,2025-04-07 06:00:00,2025-04-07 14:00:00,97.135,107.484,10.65,16.526197311004395,-0.0797548871941281,-0.7627895955925155,2.477560356262205,-0.0132456168857473
SOL/USDT,2025-04-07 15:00:00,2025-04-09 17:00:00,106.655,119.35,11.9,50.97890739288795,0.0239136491793227,1.1988812414739107,1.0262151153314658,0.7377277830210721
SOL/USDT,2025-04-09 18:00:00,2025-04-10 15:00:00,117.666,109.589,-6.86,71.60233600377688,0.0778019436514594,1.41890504374314,2.0262741028431224,1.156239652701192
SOL/USDT,2025-04-11 03:00:00,2025-04-12 13:00:00,115.415,128.594,11.42,61.0768525357648,0.0188892820757343,0.2671992733955634,1.0777229389052454,0.8931006230523714
SOL/USDT,2025-04-12 14:00:00,2025-04-22 14:00:00,130.615,144.176,10.38,83.32101780832963,0.0460301450240607,0.5539557884542217,1.7341327554055048,1.171330034562215
SOL/USDT,2025-04-07 06:00:00,2025-04-07 14:00:00,97.135,107.484,10.65,15.95885978734168,-0.0797593073838971,-0.7459534883262289,2.477560356262205,-0.0132456168857486
SOL/USDT,2025-04-07 15:00:00,2025-04-09 17:00:00,106.655,119.35,11.9,50.92127613916379,0.0239122744240091,1.2075395355550709,1.0262151153314658,0.73772778302107
SOL/USDT,2025-04-09 18:00:00,2025-04-10 15:00:00,117.666,109.589,-6.86,71.60386092240849,0.0778019427169919,1.4190782989044313,2.0262741028431224,1.156239652701191
XRP/USDT,2025-03-04 14:00:00,2025-03-06 10:00:00,2.36623,2.63079,11.18,46.277778246416105,0.0024024744744522,0.0100646415659178,2.803958374947473,0.6426516810054573
XRP/USDT,2025-03-06 11:00:00,2025-03-07 00:00:00,2.61071,2.40827,-7.75,66.37316975246236,0.0254677740809864,0.01009538450638,1.5120573094702152,1.0391247608279173
XRP/USDT,2025-03-07 14:00:00,2025-03-07 21:00:00,2.53304,2.39746,-5.35,51.3223043291319,0.0043362138176984,0.0012512194270477,1.2996189970706966,0.5407973682968719
XRP/USDT,2025-03-09 09:00:00,2025-03-09 13:00:00,2.29833,2.16897,-5.63,37.90830305969131,-0.0126910385450343,0.0014775084559235,1.560905304585444,-0.1120748765763699
XRP/USDT,2025-03-09 16:00:00,2025-03-10 18:00:00,2.13529,2.0,-6.34,25.826941522002343,-0.0485957888857273,-0.0143141571216628,3.4471837849057905,-0.0862772036221329
XRP/USDT,2025-03-11 00:00:00,2025-03-11 11:00:00,1.95541,2.15631,10.27,29.941922363542616,-0.0551361226205413,-0.0102063058268885,2.690709775814863,-0.0381577431242067
XRP/USDT,2025-03-11 13:00:00,2025-03-14 13:00:00,2.11268,2.33598,10.57,50.78126480041939,0.0040391510125376,0.012357339309732,1.4166428229060206,0.6936146023702772
XRP/USDT,2025-03-14 14:00:00,2025-03-28 10:00:00,2.3332,2.20769,-5.38,62.52719138132921,0.0119194404324541,0.0029500583183741,2.2613212715239803,0.8592144978208427
XRP/USDT,2025-04-04 06:00:00,2025-04-06 20:00:00,2.05453,1.94809,-5.18,50.5940765816144,0.0018826663455038,0.0047671741349595,1.1002493059873888,0.6552697972886382
XRP/USDT,2025-04-06 21:00:00,2025-04-07 03:00:00,1.95387,1.82329,-6.68,22.59472062754888,-0.0391738758940421,-0.0143185020974277,1.8515230387878128,-0.0190083888052279
XRP/USDT,2025-04-07 04:00:00,2025-04-07 06:00:00,1.80349,1.65448,-8.26,18.64080250684175,-0.066596507346464,-0.0172683934583492,1.722064858277252,-0.0120416657360597
XRP/USDT,2025-04-07 13:00:00,2025-04-09 02:00:00,1.87073,1.76768,-5.51,48.76153667511479,0.0283642884811618,0.0105374706503224,1.3911724568437691,0.5633401307262073
XRP/USDT,2025-04-09 13:00:00,2025-04-09 17:00:00,1.82334,2.07061,13.56,49.25823786615453,0.0059048024284188,0.0044289337230995,1.8000683080733786,0.6610443254901646
XRP/USDT,2025-04-09 18:00:00,2025-04-13 09:00:00,2.00443,2.23007,11.26,66.25947563006523,0.0691952535609447,0.0266421479479049,1.527681669878649,1.0845039607134297
XRP/USDT,2025-04-13 10:00:00,2025-04-13 21:00:00,2.21998,2.10878,-5.01,73.7318138684435,0.0253524052586408,0.0030099963876225,1.991481312911628,1.121187935376749
XRP/USDT,2025-04-14 11:00:00,2025-04-18 00:00:00,2.15653,2.04795,-5.03,54.816761609646754,0.0079694205854801,0.0011737865934674,1.1595387892748694,0.7457656490517134
XRP/USDT,2025-04-18 07:00:00,2025-04-23 08:00:00,2.06898,2.29153,10.76,47.9612962716157,0.0008405215845191,0.0004493137963126,1.031343047058835,0.4567347454338596
XRP/USDT,2025-04-23 09:00:00,2025-04-24 07:00:00,2.27328,2.14958,-5.44,68.19011289851697,0.0198418726325865,0.005444580153816,1.109962762057754,0.8773692014847577
XRP/USDT,2025-04-07 03:00:00,2025-04-07 06:00:00,1.82329,1.65448,-9.26,19.31924951797285,-0.0659242211161778,-0.0149232522693093,2.119723516578877,-0.0427273990514562
XRP/USDT,2025-04-07 13:00:00,2025-04-09 02:00:00,1.87073,1.76768,-5.51,48.715025974492455,0.0283628624593463,0.0106759968409308,1.3911724568437691,0.5633401307262159
XRP/USDT,2025-04-09 13:00:00,2025-04-09 17:00:00,1.82334,2.07061,13.56,49.25591425685388,0.0059048009729916,0.0044324202121537,1.8000683080733786,0.6610443254905036
XRP/USDT,2025-05-03 14:00:00,2025-05-06 07:00:00,2.21178,2.09892,-5.1,52.9415309505034,0.0038965250382983,0.0001885458967304,1.8626618267085475,0.7017835124798532
